"Header1","Header2","Header3"
"assistant controller of accounts","data analysis","1"
"assistant controller of accounts","financial monitoring","1"
"assistant controller of accounts","financial reporting","1"
"assistant controller of accounts","governement acounting","1"
"assistant controller of accounts","internal auditing","1"
"assistant controller of accounts","management of employees","1"
"assistant controller of accounts","managing government account","1"
"assistant controller of accounts","pfms","1"
"assistant director grade i","  checks the facts with regards to data received from stakeholders  -   supports drafting of proposals - admin related works such as ddo role","1"
"assistant director grade i"," action plan ","1"
"assistant director grade i","accounts","1"
"assistant director grade i","assisting nic in developing a portal for distribution data on national power portal. assessing the detailed project reports of discoms and states.","1"
"assistant director grade i","budget","1"
"assistant director grade i","finance","1"
"assistant director grade i","monitoring ","1"
"assistant director grade i","procurement ","1"
"assistant director grade i","reporting","1"
"assistant director grade i","rfp","1"
"assistant director grade i","scheme imlementation","1"
"assistant executive engineer civil"," office work","1"
"assistant executive engineer civil","bridges","1"
"assistant executive engineer civil","ensuring full utilisation of state quota from union budget","1"
"assistant executive engineer civil","field work","1"
"assistant executive engineer civil","monitoring work","1"
"assistant executive engineer civil","roads","1"
"assistant sub inspector","    maintain files and records so they remain updated and easily accessible.     sort and distribute incoming mail and prepare outgoing mail (envelopes, packages, etc.)     answer phones and assist callers with inquiries.     utilize office appliances such as photocopier, printers etc.","1"
"assistant sub inspector","all other official subjects used in cisf","1"
"assistant sub inspector","english official language for letter writting and for conversation","1"
"assistant sub inspector","not activities","1"
"chief vigilance officer","coordination with cbi and cvc","1"
"chief vigilance officer","examine the proposals received from cbi and field formations of mod on facts and legal aspects. ","1"
"chief vigilance officer","grant of vigilance clearance for various purposes","1"
"chief vigilance officer","keep vigilant about the working of the psu so that there is systemic improvement enhancing the performance of the organization and thereby also eradicating corruption.","1"
"chief vigilance officer","manager all vigilance related activities of the organisation.","1"
"chief vigilance officer","obtain orders of disciplinary authority in vigilance matters ","1"
"deputy director general of foreign trade"," data analysis ","1"
"deputy director general of foreign trade"," sensitization and awareness outreach among trade and industry","1"
"deputy director general of foreign trade","being part of the team negotiating the free trade agreements","1"
"deputy director general of foreign trade","implementation of foreign trade policy","1"
"deputy director general of foreign trade","stakeholder consultation","1"
"deputy director general of foreign trade","study of reports","1"
